ID,Anchor
GCA_014498545.1,hspIndigenousNAmerica
GCA_014498585.1,hspIndigenousNAmerica
GCA_014498655.1,hspIndigenousNAmerica
HEL_AA0336AA_AS,hspIndigenousNAmerica
HEL_AA5916AA_AS,hspIndigenousNAmerica
HEL_AA5967AA_AS,hspIndigenousNAmerica
HEL_AA6016AA_AS,hspIndigenousNAmerica
HEL_AA6037AA_AS,hspIndigenousNAmerica
HEL_AA6482AA_AS,hspIndigenousNAmerica
HEL_AA7297AA_AS,hspIndigenousNAmerica
HEL_AA7355AA_AS,hspIndigenousNAmerica
HEL_BA8817AA_AS,hspIndigenousNAmerica
HEL_BA9060AA_AS,hspIndigenousNAmerica
HEL_BA9127AA_AS,hspIndigenousNAmerica
HEL_BA9172AA_AS,hspIndigenousNAmerica
HEL_BA9243AA_AS,hspIndigenousNAmerica
HEL_BA9258AA_AS,hspIndigenousNAmerica
HEL_BA9287AA_AS,hspIndigenousNAmerica
HEL_BA9526AA_AS,hspIndigenousNAmerica
HEL_BA9629AA_AS,hspIndigenousNAmerica
HEL_BA9726AA_AS,hspIndigenousNAmerica
HEL_BA9750AA_AS,hspIndigenousNAmerica
HEL_CA3608AA_AS,hspIndigenousNAmerica
HEL_CA4109AA_AS,hspIndigenousNAmerica
HEL_CA4369AA_AS,hspIndigenousNAmerica
HEL_CA4371AA_AS,hspIndigenousNAmerica
HEL_CA4377AA_AS,hspIndigenousNAmerica
HEL_CA4387AA_AS,hspIndigenousNAmerica
HEL_CA4389AA_AS,hspIndigenousNAmerica
HEL_CA4391AA_AS,hspIndigenousNAmerica
HEL_CA4393AA_AS,hspIndigenousNAmerica
GCA_014498615.1,hspIndigenousNAmerica
HEL_AA0337AA_AS,hspIndigenousNAmerica
HEL_AA6006AA_AS,hspIndigenousNAmerica
HEL_AA6077AA_AS,hspIndigenousNAmerica
HEL_AA7212AA_AS,hspIndigenousNAmerica
HEL_AA7214AA_AS,hspIndigenousNAmerica
HEL_AA7283AA_AS,hspIndigenousNAmerica
HEL_AA7339AA_AS,hspIndigenousNAmerica
HEL_AA7389AA_AS,hspIndigenousNAmerica
HEL_BA8864AA_AS,hspIndigenousNAmerica
HEL_BA9040AA_AS,hspIndigenousNAmerica
HEL_BA9159AA_AS,hspIndigenousNAmerica
HEL_BA9234AA_AS,hspIndigenousNAmerica
HEL_BA9263AA_AS,hspIndigenousNAmerica
HEL_BA9448AA_AS,hspIndigenousNAmerica
HEL_BA9467AA_AS,hspIndigenousNAmerica
HEL_BA9472AA_AS,hspIndigenousNAmerica
HEL_BA9514AA_AS,hspIndigenousNAmerica
HEL_BA9518AA_AS,hspIndigenousNAmerica
HEL_BA9559AA_AS,hspIndigenousNAmerica
HEL_BA9621AA_AS,hspIndigenousNAmerica
HEL_BA9819AA_AS,hspIndigenousNAmerica
HEL_CA0045AA_AS,hspIndigenousNAmerica
HEL_CA0046AA_AS,hspIndigenousNAmerica
HEL_CA0047AA_AS,hspIndigenousNAmerica
HEL_CA0052AA_AS,hspIndigenousNAmerica
HEL_CA0053AA_AS,hspIndigenousNAmerica
HEL_CA0054AA_AS,hspIndigenousNAmerica
HEL_CA0057AA_AS,hspIndigenousNAmerica
HEL_CA4125AA_AS,hspIndigenousNAmerica
HEL_CA4386AA_AS,hspIndigenousNAmerica
HEL_CA4397AA_AS,hspIndigenousNAmerica
HEL_CA3604AA_AS,hspIndigenousNAmerica
HEL_BA9677AA_AS,hspIndigenousNAmerica
HEL_CA4242AA_AS,hspIndigenousSAmerica
HEL_CA4253AA_AS,hspIndigenousSAmerica
HEL_AA0344AA_AS,hspIndigenousSAmerica
HEL_AA0345AA_AS,hspIndigenousSAmerica
HEL_AA0346AA_AS,hspIndigenousSAmerica
HEL_AA0358AA_AS,hspIndigenousSAmerica
HEL_AA0365AA_AS,hspIndigenousSAmerica
HEL_AA0370AA_AS,hspIndigenousSAmerica
HEL_AA0375AA_AS,hspIndigenousSAmerica
HEL_AA0406AA_AS,hspIndigenousSAmerica
HEL_AA5917AA_AS,hspIndigenousSAmerica
HEL_AA5991AA_AS,hspIndigenousSAmerica
HEL_AA6511AA_AS,hspIndigenousSAmerica
HEL_AA6759AA_AS,hspIndigenousSAmerica
HEL_BA9067AA_AS,hspIndigenousSAmerica
HEL_BA9076AA_AS,hspIndigenousSAmerica
HEL_BA9201AA_AS,hspIndigenousSAmerica
HEL_BA9433AA_AS,hspIndigenousSAmerica
HEL_CA0050AA_AS,hspIndigenousSAmerica
HEL_CA3748AA_AS,hspIndigenousSAmerica
HEL_CA4799AA_AS,hspIndigenousSAmerica
HEL_CA4845AA_AS,hspIndigenousSAmerica
HEL_CA4848AA_AS,hspIndigenousSAmerica
HEL_CA4864AA_AS,hspIndigenousSAmerica
HEL_CA4878AA_AS,hspIndigenousSAmerica
HEL_CA5635AA_AS,hspIndigenousSAmerica
HEL_CA6055AA_AS,hspIndigenousSAmerica
HEL_CA6057AA_AS,hspIndigenousSAmerica
HEL_CA5057AA_AS,hspIndigenousSAmerica
HEL_AA7341AA_AS,hspUral
HEL_BA9169AA_AS,hspUral
HEL_BA9260AA_AS,hspUral
HEL_BA9294AA_AS,hspUral
HEL_BA9683AA_AS,hspUral
HEL_BA9734AA_AS,hspUral
HEL_BA9825AA_AS,hspUral
HEL_BA9792AA_AS,hspUral
HEL_AA7323AA_AS,hspUral
HEL_AA7324AA_AS,hspUral
HEL_AA7342AA_AS,hspUral
HEL_BA8918AA_AS,hspUral
HEL_BA8996AA_AS,hspUral
HEL_BA9014AA_AS,hspUral
HEL_BA9046AA_AS,hspUral
HEL_BA9122AA_AS,hspUral
HEL_BA9604AA_AS,hspUral
HEL_BA9705AA_AS,hspUral
HEL_CA4392AA_AS,hspUral
HEL_CA4399AA_AS,hspUral
HEL_CA4738AA_AS,hspUral
HEL_CA4170AA_AS,hspUral
T028,R
T082,R
T153,R
T155,R
T164,R
T197,R
T237,R
T246,R
T254,R
T299,R
HEL_AA5929AA_AS,R
HEL_AA5930AA_AS,R
HEL_AA5953AA_AS,R
HEL_AA6040AA_AS,R
HEL_AA6046AA_AS,R
HEL_AA7273AA_AS,R
HEL_BA4732AA_AS,R
HEL_BA9666AA_AS,R
HEL_CA0322AA_AS,R
HEL_CA3274AA_AS,R
HEL_CA3277AA_AS,R
HEL_CA3291AA_AS,R
HEL_CA3292AA_AS,R
HEL_CA3319AA_AS,R
HEL_CA3341AA_AS,R
HEL_CA3344AA_AS,R
HEL_CA3358AA_AS,R
HEL_CA3359AA_AS,R
HEL_CA3367AA_AS,R
HEL_CA3369AA_AS,R
HEL_CA3371AA_AS,R
HEL_CA3384AA_AS,R
HEL_CA3385AA_AS,R
HEL_CA3390AA_AS,R
HEL_CA3408AA_AS,R
HEL_CA3415AA_AS,R
HEL_CA3436AA_AS,R
HEL_CA3437AA_AS,R
HEL_CA3448AA_AS,R
HEL_CA3455AA_AS,R
HEL_CA3456AA_AS,R
HEL_CA3460AA_AS,R
HEL_CA3465AA_AS,R
HEL_CA3466AA_AS,R
HEL_CA3474AA_AS,R
HEL_CA3475AA_AS,R
HEL_CA3476AA_AS,R
HEL_CA3478AA_AS,R
HEL_CA3481AA_AS,R
HEL_CA3483AA_AS,R
HEL_CA3487AA_AS,R
HEL_CA3491AA_AS,R
HEL_CA3493AA_AS,R
HEL_CA3494AA_AS,R
HEL_CA3497AA_AS,R
HEL_CA3502AA_AS,R
HEL_CA3506AA_AS,R
HEL_CA3520AA_AS,R
HEL_CA3521AA_AS,R
HEL_CA3523AA_AS,R
HEL_CA3527AA_AS,R
HEL_CA3530AA_AS,R
HEL_CA3537AA_AS,R
HEL_CA3539AA_AS,R
HEL_CA3542AA_AS,R
HEL_CA3545AA_AS,R
HEL_CA3547AA_AS,R
HEL_CA3548AA_AS,R
HEL_CA3552AA_AS,R
HEL_CA3554AA_AS,R
HEL_CA3555AA_AS,R
HEL_CA3556AA_AS,R
HEL_CA3560AA_AS,R
HEL_CA3566AA_AS,R
HEL_CA3583AA_AS,R
HEL_CA4011AA_AS,R
HEL_CA4025AA_AS,R
HEL_CA4026AA_AS,R
HEL_CA4032AA_AS,R
HEL_CA4042AA_AS,R
HEL_CA4054AA_AS,R
HEL_CA4057AA_AS,R
HEL_CA4067AA_AS,R
HEL_CA4070AA_AS,R
HEL_CA4074AA_AS,R
HEL_CA4081AA_AS,R
HEL_CA4083AA_AS,R
HEL_CA4090AA_AS,R
HEL_CA4092AA_AS,R
HEL_CA4120AA_AS,R
HEL_CA4140AA_AS,R
HEL_CA4143AA_AS,R
HEL_CA4158AA_AS,R
HEL_CA4214AA_AS,R
HEL_CA4222AA_AS,R
HEL_CA4367AA_AS,R
HEL_CA4424AA_AS,R
HEL_CA4425AA_AS,R
HEL_CA4441AA_AS,R
HEL_CA4444AA_AS,R
HEL_CA6144AA_AS,R
HEL_CA6762AA_AS,R
HEL_CA6854AA_AS,R
CB10,R
CB11,R
CB12,R
CB13,R
CB15,R
CB16,R
CB18,R
CB19,R
CB2,R
CB20,R
CB21,R
CB22,R
CB23,R
CB24,R
CB25,R
CB27,R
CB28,R
CB29,R
CB3,R
CB30,R
CB32,R
CB33,R
CB34,R
CB36,R
CB37,R
CB38,R
CB39,R
CB4,R
CB41,R
CB42,R
CB44,R
CB45,R
CB46,R
CB47,R
CB48,R
CB49,R
CB5,R
CB50,R
CB51,R
CB52,R
CB53,R
CB54,R
CB55,R
CB58,R
CB59,R
CB6,R
CB60,R
CB61,R
CB62,R
CB63,R
CB64,R
CB66,R
CB67,R
CB68,R
CB69,R
CB7,R
CB72,R
CB73,R
CB74,R
CB75,R
CB76,R
CB77,R
CB79,R
CB8,R
CB80,R
CB81,R
CB82,R
CB83,R
CB84,R
CB85,R
CB86,R
CB87,R
CB88,R
CB89,R
CB9,R
CB90,R
T012,R
T019,R
T020,R
T022,R
T026,R
T029,R
T031,R
T063,R
T073,R
T076,R
T085,R
T088,R
T100,R
T102,R
T103,R
T107,R
T108,R
T109,R
T111,R
T122,R
T123,R
T125,R
T127,R
T130,R
T134,R
T138,R
T146,R
T151,R
T157,R
T158,R
T159,R
T163,R
T165,R
T166,R
T168,R
T170,R
T174,R
T175,R
T181,R
T190,R
T191,R
T192,R
T194,R
T201,R
T202,R
T210,R
T211,R
T212,R
T213,R
T216,R
T217,R
T220,R
T223,R
T226,R
T228,R
T229,R
T234,R
T236,R
T238,R
T239,R
T242a,R
T247,R
T250,R
T256,R
T257,R
T258,R
T260,R
T261,R
T262,R
T264,R
T266,R
T267,R
T268,R
T271,R
T277,R
T279,R
T281,R
T290,R
T293,R
T294,R
T298,R
T300,R
T302,R
T303,R
T311,R
T319,R
T320,R
HEL_CA3324AA_AS,R
HEL_CA3365AA_AS,R
HEL_CA3387AA_AS,R
HEL_CA3428AA_AS,R
HEL_CA3477AA_AS,R
HEL_CA3510AA_AS,R
HEL_CA3516AA_AS,R
HEL_CA3550AA_AS,R
HEL_CA4195AA_AS,R
HEL_CA4312AA_AS,R
HEL_CA3270AA_AS,R
HEL_CA3272AA_AS,R
HEL_CA3275AA_AS,R
HEL_CA3278AA_AS,R
HEL_CA3279AA_AS,R
HEL_CA3280AA_AS,R
HEL_CA3283AA_AS,R
HEL_CA3286AA_AS,R
HEL_CA3288AA_AS,R
HEL_CA3289AA_AS,R
HEL_CA3290AA_AS,R
HEL_CA3294AA_AS,R
HEL_CA3296AA_AS,R
HEL_CA3298AA_AS,R
HEL_CA3299AA_AS,R
HEL_CA3300AA_AS,R
HEL_CA3301AA_AS,R
HEL_CA3302AA_AS,R
HEL_CA3303AA_AS,R
HEL_CA3304AA_AS,R
HEL_CA3305AA_AS,R
HEL_CA3306AA_AS,R
HEL_CA3307AA_AS,R
HEL_CA3308AA_AS,R
HEL_CA3309AA_AS,R
HEL_CA3310AA_AS,R
HEL_CA3311AA_AS,R
HEL_CA3313AA_AS,R
HEL_CA3315AA_AS,R
HEL_CA3316AA_AS,R
HEL_CA3318AA_AS,R
HEL_CA3320AA_AS,R
HEL_CA3321AA_AS,R
HEL_CA3322AA_AS,R
HEL_CA3323AA_AS,R
HEL_CA3325AA_AS,R
HEL_CA3326AA_AS,R
HEL_CA3327AA_AS,R
HEL_CA3328AA_AS,R
HEL_CA3329AA_AS,R
HEL_CA3330AA_AS,R
HEL_CA3332AA_AS,R
HEL_CA3333AA_AS,R
HEL_CA3334AA_AS,R
HEL_CA3335AA_AS,R
HEL_CA3336AA_AS,R
HEL_CA3337AA_AS,R
HEL_CA3338AA_AS,R
HEL_CA3339AA_AS,R
HEL_CA3340AA_AS,R
HEL_CA3343AA_AS,R
HEL_CA3346AA_AS,R
HEL_CA3347AA_AS,R
HEL_CA3350AA_AS,R
HEL_CA3351AA_AS,R
HEL_CA3352AA_AS,R
HEL_CA3353AA_AS,R
HEL_CA3354AA_AS,R
HEL_CA3355AA_AS,R
HEL_CA3357AA_AS,R
HEL_CA3360AA_AS,R
HEL_CA3363AA_AS,R
HEL_CA3364AA_AS,R
HEL_CA3366AA_AS,R
HEL_CA3368AA_AS,R
HEL_CA3370AA_AS,R
HEL_CA3372AA_AS,R
HEL_CA3373AA_AS,R
HEL_CA3375AA_AS,R
HEL_CA3376AA_AS,R
HEL_CA3377AA_AS,R
HEL_CA3378AA_AS,R
HEL_CA3379AA_AS,R
HEL_CA3381AA_AS,R
HEL_CA3382AA_AS,R
HEL_CA3383AA_AS,R
HEL_CA3386AA_AS,R
HEL_CA3388AA_AS,R
HEL_CA3389AA_AS,R
HEL_CA3391AA_AS,R
HEL_CA3392AA_AS,R
HEL_CA3393AA_AS,R
HEL_CA3394AA_AS,R
HEL_CA3395AA_AS,R
HEL_CA3396AA_AS,R
HEL_CA3397AA_AS,R
HEL_CA3398AA_AS,R
HEL_CA3399AA_AS,R
HEL_CA3400AA_AS,R
HEL_CA3401AA_AS,R
HEL_CA3403AA_AS,R
HEL_CA3404AA_AS,R
HEL_CA3405AA_AS,R
HEL_CA3406AA_AS,R
HEL_CA3407AA_AS,R
HEL_CA3410AA_AS,R
HEL_CA3411AA_AS,R
HEL_CA3413AA_AS,R
HEL_CA3414AA_AS,R
HEL_CA3417AA_AS,R
HEL_CA3419AA_AS,R
HEL_CA3420AA_AS,R
HEL_CA3421AA_AS,R
HEL_CA3422AA_AS,R
HEL_CA3423AA_AS,R
HEL_CA3424AA_AS,R
HEL_CA3425AA_AS,R
HEL_CA3426AA_AS,R
HEL_CA3427AA_AS,R
HEL_CA3429AA_AS,R
HEL_CA3430AA_AS,R
HEL_CA3431AA_AS,R
HEL_CA3432AA_AS,R
HEL_CA3433AA_AS,R
HEL_CA3434AA_AS,R
HEL_CA3435AA_AS,R
HEL_CA3438AA_AS,R
HEL_CA3439AA_AS,R
HEL_CA3440AA_AS,R
HEL_CA3441AA_AS,R
HEL_CA3443AA_AS,R
HEL_CA3444AA_AS,R
HEL_CA3447AA_AS,R
HEL_CA3449AA_AS,R
HEL_CA3450AA_AS,R
HEL_CA3451AA_AS,R
HEL_CA3452AA_AS,R
HEL_CA3453AA_AS,R
HEL_CA3454AA_AS,R
HEL_CA3457AA_AS,R
HEL_CA3458AA_AS,R
HEL_CA3459AA_AS,R
HEL_CA3462AA_AS,R
HEL_CA3463AA_AS,R
HEL_CA3464AA_AS,R
HEL_CA3467AA_AS,R
HEL_CA3471AA_AS,R
HEL_CA3473AA_AS,R
HEL_CA3479AA_AS,R
HEL_CA3480AA_AS,R
HEL_CA3496AA_AS,R
HEL_CA3498AA_AS,R
HEL_CA3499AA_AS,R
HEL_CA3501AA_AS,R
HEL_CA3503AA_AS,R
HEL_CA3509AA_AS,R
HEL_CA3512AA_AS,R
HEL_CA3513AA_AS,R
HEL_CA3514AA_AS,R
HEL_CA3515AA_AS,R
HEL_CA3518AA_AS,R
HEL_CA3519AA_AS,R
HEL_CA3524AA_AS,R
HEL_CA3525AA_AS,R
HEL_CA3526AA_AS,R
HEL_CA3528AA_AS,R
HEL_CA3529AA_AS,R
HEL_CA3532AA_AS,R
HEL_CA3533AA_AS,R
HEL_CA3536AA_AS,R
HEL_CA3540AA_AS,R
HEL_CA3541AA_AS,R
HEL_CA3544AA_AS,R
HEL_CA3546AA_AS,R
HEL_CA3551AA_AS,R
HEL_CA3553AA_AS,R
HEL_CA3559AA_AS,R
HEL_CA3561AA_AS,R
HEL_CA3562AA_AS,R
HEL_CA3564AA_AS,R
HEL_CA3565AA_AS,R
HEL_CA3567AA_AS,R
HEL_CA3568AA_AS,R
HEL_CA3570AA_AS,R
HEL_CA3571AA_AS,R
HEL_CA3573AA_AS,R
HEL_CA3585AA_AS,R
HEL_CA3747AA_AS,R
HEL_CA3799AA_AS,R
HEL_CA4008AA_AS,R
HEL_CA4009AA_AS,R
HEL_CA4010AA_AS,R
HEL_CA4012AA_AS,R
HEL_CA4013AA_AS,R
HEL_CA4014AA_AS,R
HEL_CA4015AA_AS,R
HEL_CA4016AA_AS,R
HEL_CA4017AA_AS,R
HEL_CA4018AA_AS,R
HEL_CA4019AA_AS,R
HEL_CA4020AA_AS,R
HEL_CA4022AA_AS,R
HEL_CA4023AA_AS,R
HEL_CA4024AA_AS,R
HEL_CA4027AA_AS,R
HEL_CA4028AA_AS,R
HEL_CA4029AA_AS,R
HEL_CA4030AA_AS,R
HEL_CA4031AA_AS,R
HEL_CA4033AA_AS,R
HEL_CA4034AA_AS,R
HEL_CA4035AA_AS,R
HEL_CA4036AA_AS,R
HEL_CA4038AA_AS,R
HEL_CA4039AA_AS,R
HEL_CA4040AA_AS,R
HEL_CA4043AA_AS,R
HEL_CA4044AA_AS,R
HEL_CA4045AA_AS,R
HEL_CA4047AA_AS,R
HEL_CA4048AA_AS,R
HEL_CA4050AA_AS,R
HEL_CA4051AA_AS,R
HEL_CA4052AA_AS,R
HEL_CA4053AA_AS,R
HEL_CA4055AA_AS,R
HEL_CA4056AA_AS,R
HEL_CA4058AA_AS,R
HEL_CA4059AA_AS,R
HEL_CA4060AA_AS,R
HEL_CA4061AA_AS,R
HEL_CA4062AA_AS,R
HEL_CA4063AA_AS,R
HEL_CA4064AA_AS,R
HEL_CA4068AA_AS,R
HEL_CA4069AA_AS,R
HEL_CA4071AA_AS,R
HEL_CA4072AA_AS,R
HEL_CA4073AA_AS,R
HEL_CA4075AA_AS,R
HEL_CA4076AA_AS,R
HEL_CA4077AA_AS,R
HEL_CA4078AA_AS,R
HEL_CA4079AA_AS,R
HEL_CA4080AA_AS,R
HEL_CA4082AA_AS,R
HEL_CA4084AA_AS,R
HEL_CA4085AA_AS,R
HEL_CA4087AA_AS,R
HEL_CA4088AA_AS,R
HEL_CA4089AA_AS,R
HEL_CA4116AA_AS,R
HEL_CA4118AA_AS,R
HEL_CA4124AA_AS,R
HEL_CA4127AA_AS,R
HEL_CA4136AA_AS,R
HEL_CA4147AA_AS,R
HEL_CA4157AA_AS,R
HEL_CA4159AA_AS,R
HEL_CA4164AA_AS,R
HEL_CA4165AA_AS,R
HEL_CA4206AA_AS,R
HEL_CA4216AA_AS,R
HEL_CA4306AA_AS,R
HEL_CA4316AA_AS,R
HEL_CA4319AA_AS,R
HEL_CA4361AA_AS,R
HEL_CA4363AA_AS,R
HEL_CA4365AA_AS,R
HEL_CA4368AA_AS,R
HEL_CA4374AA_AS,R
HEL_CA4375AA_AS,R
HEL_CA4396AA_AS,R
HEL_CA4403AA_AS,R
HEL_CA4404AA_AS,R
HEL_CA4407AA_AS,R
HEL_CA4408AA_AS,R
HEL_CA4415AA_AS,R
HEL_CA4421AA_AS,R
HEL_CA4422AA_AS,R
HEL_CA4423AA_AS,R
HEL_CA4430AA_AS,R
HEL_CA4434AA_AS,R
HEL_CA4436AA_AS,R
HEL_CA4443AA_AS,R
HEL_CA6151AA_AS,R
HEL_CA6156AA_AS,R
HEL_CA6863AA_AS,R
CB1,R
CB70,R
CB71,R
CB78,R
CB91,R
T128,R
T156,R
T183,R
HEL_BA9928AA_AS,R
HEL_BA9935AA_AS,R
HEL_BA9945AA_AS,R
HEL_BA9951AA_AS,R
HEL_BA9952AA_AS,R
HEL_BA9953AA_AS,R
HEL_BA9996AA_AS,R
HEL_CA0106AA_AS,R
GCA_013427775.1,R
GCA_013427985.1,R
GCA_013428745.1,R
GCA_013428895.1,R
GCA_013429475.1,R
GCA_013429525.1,R
GCA_013430025.1,R
GCA_013431135.1,R
GCA_013431265.1,R
GCA_013431285.1,R
GCA_013431575.1,R
GCA_013431995.1,R
GCA_000023805.1,R
HEL_AA0254AA_AS,R
HEL_AA4464AA_AS,R
HEL_BA9023AA_AS,R
HEL_BA9250AA_AS,R
HEL_BA9325AA_AS,R
HEL_BA9992AA_AS,R
HEL_BA9998AA_AS,R
HEL_BA9999AA_AS,R
HEL_CA0070AA_AS,R
HEL_CA0071AA_AS,R
HEL_CA0073AA_AS,R
HEL_CA0074AA_AS,R
HEL_CA0075AA_AS,R
HEL_CA0078AA_AS,R
HEL_CA0087AA_AS,R
HEL_CA0088AA_AS,R
HEL_CA0089AA_AS,R
HEL_CA0090AA_AS,R
HEL_CA0091AA_AS,R
HEL_CA0111AA_AS,R
HEL_CA0113AA_AS,R
HEL_CA0116AA_AS,R
HEL_CA0117AA_AS,R
HEL_CA0121AA_AS,R
HEL_CA0126AA_AS,R
HEL_CA0144AA_AS,R
HEL_CA0145AA_AS,R
HEL_CA0147AA_AS,R
HEL_CA0228AA_AS,R
HEL_CA0229AA_AS,R
HEL_CA0230AA_AS,R
HEL_CA0231AA_AS,R
HEL_CA0232AA_AS,R
HEL_CA0235AA_AS,R
HEL_CA0238AA_AS,R
HEL_CA0239AA_AS,R
HEL_CA0241AA_AS,R
HEL_CA0265AA_AS,R
HEL_CA0274AA_AS,R
HEL_CA0277AA_AS,R
HEL_CA0281AA_AS,R
HEL_CA0282AA_AS,R
HEL_CA0286AA_AS,R
HEL_CA0294AA_AS,R
HEL_CA0296AA_AS,R
HEL_CA0297AA_AS,R
HEL_CA0327AA_AS,R
HEL_CA0328AA_AS,R
HEL_CA0335AA_AS,R
HEL_CA0339AA_AS,R
HEL_CA2288AA_AS,R
HEL_CA2290AA_AS,R
HEL_CA2291AA_AS,R
HEL_CA2292AA_AS,R
HEL_CA2293AA_AS,R
HEL_CA2294AA_AS,R
HEL_CA2295AA_AS,R
HEL_CA2296AA_AS,R
HEL_CA2297AA_AS,R
HEL_CA4171AA_AS,R
HEL_CA4192AA_AS,R
HEL_CA4224AA_AS,R
HEL_CA4226AA_AS,R
HEL_CA4229AA_AS,R
HEL_CA4243AA_AS,R
HEL_CA4244AA_AS,R
HEL_CA4245AA_AS,R
HEL_CA4439AA_AS,R
HEL_CA4681AA_AS,R
HEL_CA4684AA_AS,R
HEL_CA4686AA_AS,R
HEL_CA4689AA_AS,R
HEL_CA4692AA_AS,R
HEL_CA4701AA_AS,R
HEL_CA4714AA_AS,R
HEL_CA4719AA_AS,R
HEL_CA6428AA_AS,R
HEL_CA6763AA_AS,R
GCA_013427255.1,R
GCA_013427395.1,R
GCA_013427475.1,R
GCA_013427565.1,R
GCA_013427575.1,R
GCA_013427795.1,R
GCA_013428085.1,R
GCA_013428135.1,R
GCA_013428505.1,R
GCA_013428535.1,R
GCA_013428785.1,R
GCA_013428875.1,R
GCA_013429085.1,R
GCA_013429155.1,R
GCA_013429175.1,R
GCA_013429225.1,R
GCA_013429385.1,R
GCA_013429415.1,R
GCA_013429485.1,R
GCA_013429585.1,R
GCA_013429635.1,R
GCA_013429695.1,R
GCA_013429725.1,R
GCA_013429795.1,R
GCA_013429855.1,R
GCA_013429895.1,R
GCA_013429915.1,R
GCA_013429925.1,R
GCA_013430015.1,R
GCA_013430115.1,R
GCA_013430145.1,R
GCA_013430245.1,R
GCA_013430355.1,R
GCA_013430765.1,R
GCA_013430795.1,R
GCA_013430865.1,R
GCA_013430965.1,R
GCA_013431065.1,R
GCA_013431145.1,R
GCA_013431375.1,R
GCA_013431475.1,R
GCA_013431565.1,R
GCA_013431615.1,R
GCA_013432095.1,R
HEL_CA3125AA_AS,R
GCA_000011725.1,R
HEL_AA0174AA_AS,R
HEL_AA0176AA_AS,R
HEL_AA0247AA_AS,R
HEL_AA0319AA_AS,R
HEL_AA0351AA_AS,R
HEL_AA0359AA_AS,R
HEL_AA4438AA_AS,R
HEL_AA4446AA_AS,R
HEL_AA4458AA_AS,R
HEL_AA4459AA_AS,R
HEL_AA4486AA_AS,R
HEL_AA5443AA_AS,R
HEL_AA5444AA_AS,R
HEL_AA5445AA_AS,R
HEL_AA5446AA_AS,R
HEL_AA5726AA_AS,R
HEL_AA6023AA_AS,R
HEL_BA3959AA_AS,R
HEL_BA4152AA_AS,R
HEL_BA4189AA_AS,R
HEL_BA4219AA_AS,R
HEL_BA4235AA_AS,R
HEL_BA4895AA_AS,R
HEL_BA4915AA_AS,R
HEL_BA4939AA_AS,R
HEL_BA4957AA_AS,R
HEL_BA4970AA_AS,R
HEL_BA5573AA_AS,R
HEL_BA5574AA_AS,R
HEL_BA8239AA_AS,R
HEL_BA8826AA_AS,R
HEL_BA8927AA_AS,R
HEL_BA8953AA_AS,R
HEL_BA9025AA_AS,R
HEL_BA9189AA_AS,R
HEL_BA9453AA_AS,R
HEL_BA9473AA_AS,R
HEL_BA9528AA_AS,R
HEL_BA9664AA_AS,R
HEL_BA9680AA_AS,R
HEL_BA9702AA_AS,R
HEL_BA9703AA_AS,R
HEL_BA9916AA_AS,R
HEL_BA9938AA_AS,R
HEL_CA0005AA_AS,R
HEL_CA0042AA_AS,R
HEL_CA0043AA_AS,R
HEL_CA0044AA_AS,R
HEL_CA0146AA_AS,R
HEL_CA0245AA_AS,R
HEL_CA0248AA_AS,R
HEL_CA0252AA_AS,R
HEL_CA0254AA_AS,R
HEL_CA0255AA_AS,R
HEL_CA0303AA_AS,R
HEL_CA0324AA_AS,R
HEL_CA0338AA_AS,R
HEL_CA0341AA_AS,R
HEL_CA0344AA_AS,R
HEL_CA0345AA_AS,R
HEL_CA0348AA_AS,R
HEL_CA0351AA_AS,R
HEL_CA0354AA_AS,R
HEL_CA0355AA_AS,R
HEL_CA0356AA_AS,R
HEL_CA0358AA_AS,R
HEL_CA0362AA_AS,R
HEL_CA0364AA_AS,R
HEL_CA0367AA_AS,R
HEL_CA0370AA_AS,R
HEL_CA0382AA_AS,R
HEL_CA0385AA_AS,R
HEL_CA0516AA_AS,R
HEL_CA0517AA_AS,R
HEL_CA0584AA_AS,R
HEL_CA0585AA_AS,R
HEL_CA0587AA_AS,R
HEL_CA0589AA_AS,R
HEL_CA0596AA_AS,R
HEL_CA0599AA_AS,R
HEL_CA0609AA_AS,R
HEL_CA0614AA_AS,R
HEL_CA0626AA_AS,R
HEL_CA0630AA_AS,R
HEL_CA0631AA_AS,R
HEL_CA0632AA_AS,R
HEL_CA2289AA_AS,R
HEL_CA3190AA_AS,R
HEL_CA3696AA_AS,R
HEL_CA3948AA_AS,R
HEL_CA4007AA_AS,R
HEL_CA4104AA_AS,R
HEL_CA4107AA_AS,R
HEL_CA4108AA_AS,R
HEL_CA4115AA_AS,R
HEL_CA4200AA_AS,R
HEL_CA4618AA_AS,R
HEL_CA4622AA_AS,R
HEL_CA4630AA_AS,R
HEL_CA4640AA_AS,R
HEL_CA4650AA_AS,R
HEL_CA4652AA_AS,R
HEL_CA4653AA_AS,R
HEL_CA4654AA_AS,R
HEL_CA4657AA_AS,R
HEL_CA4660AA_AS,R
HEL_CA4661AA_AS,R
HEL_CA4668AA_AS,R
HEL_CA4669AA_AS,R
HEL_CA4670AA_AS,R
HEL_CA4671AA_AS,R
HEL_CA4672AA_AS,R
HEL_CA4673AA_AS,R
HEL_CA4676AA_AS,R
HEL_CA4678AA_AS,R
HEL_CA4679AA_AS,R
HEL_CA4683AA_AS,R
